S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
3757,15-03-2020,Maharashtra,31,31,0,0
3758,16-03-2020,Maharashtra,32,32,0,0
3759,17-03-2020,Maharashtra,39,38,0,1
3760,18-03-2020,Maharashtra,41,40,0,1
3761,19-03-2020,Maharashtra,45,44,0,1
3762,20-03-2020,Maharashtra,47,46,0,1
3763,21-03-2020,Maharashtra,52,51,0,1
3764,22-03-2020,Maharashtra,67,65,0,2
3765,23-03-2020,Maharashtra,74,72,0,2
3766,24-03-2020,Maharashtra,87,85,0,2
3767,25-03-2020,Maharashtra,89,87,0,2
3768,26-03-2020,Maharashtra,124,120,1,3
3769,27-03-2020,Maharashtra,130,111,15,4
3770,28-03-2020,Maharashtra,180,150,25,5
3771,29-03-2020,Maharashtra,186,155,25,6
3772,30-03-2020,Maharashtra,193,160,25,8
3773,31-03-2020,Maharashtra,216,168,39,9
3774,01-04-2020,Maharashtra,302,254,39,9
3775,02-04-2020,Maharashtra,335,280,42,13
3776,03-04-2020,Maharashtra,335,277,42,16
3777,04-04-2020,Maharashtra,423,362,42,19
3778,05-04-2020,Maharashtra,490,424,42,24
3779,06-04-2020,Maharashtra,690,603,42,45
3780,07-04-2020,Maharashtra,748,647,56,45
3781,08-04-2020,Maharashtra,1018,875,79,64
3782,09-04-2020,Maharashtra,1135,946,117,72
3783,10-04-2020,Maharashtra,1364,1142,125,97
3784,11-04-2020,Maharashtra,1574,1276,188,110
3785,12-04-2020,Maharashtra,1761,1426,208,127
3786,13-04-2020,Maharashtra,1985,1619,217,149
3787,14-04-2020,Maharashtra,2334,1957,217,160
3788,15-04-2020,Maharashtra,2687,2250,259,178
3789,16-04-2020,Maharashtra,2916,2434,295,187
3790,17-04-2020,Maharashtra,3205,2711,300,194
3791,18-04-2020,Maharashtra,3323,2791,331,201
3792,19-04-2020,Maharashtra,3651,3075,365,211
3793,20-04-2020,Maharashtra,4203,3473,507,223
3794,21-04-2020,Maharashtra,4666,3862,572,232
3795,22-04-2020,Maharashtra,5218,4245,722,251
3796,23-04-2020,Maharashtra,5652,4594,789,269
3797,24-04-2020,Maharashtra,6430,5307,840,283
3798,25-04-2020,Maharashtra,6817,5676,840,301
3799,26-04-2020,Maharashtra,7628,6229,1076,323
3800,27-04-2020,Maharashtra,8068,6650,1076,342
3801,28-04-2020,Maharashtra,8590,6939,1282,369
3802,29-04-2020,Maharashtra,9318,7530,1388,400
3803,30-04-2020,Maharashtra,9915,7890,1593,432
3804,01-05-2020,Maharashtra,10498,8266,1773,459
3805,02-05-2020,Maharashtra,11506,9142,1879,485
3806,03-05-2020,Maharashtra,12296,9775,2000,521
3807,04-05-2020,Maharashtra,12974,10311,2115,548
3808,05-05-2020,Maharashtra,14541,11493,2465,583
3809,06-05-2020,Maharashtra,15525,12089,2819,617
3810,07-05-2020,Maharashtra,16758,13013,3094,651
3811,08-05-2020,Maharashtra,17974,13979,3301,694
3812,09-05-2020,Maharashtra,19063,14862,3470,731
3813,10-05-2020,Maharashtra,20228,15649,3800,779
3814,11-05-2020,Maharashtra,22171,17140,4199,832
3815,12-05-2020,Maharashtra,23401,17747,4786,868
3816,13-05-2020,Maharashtra,24427,18381,5125,921
3817,14-05-2020,Maharashtra,25922,19400,5547,975
3818,15-05-2020,Maharashtra,27524,20446,6059,1019
3819,16-05-2020,Maharashtra,29100,21468,6564,1068
3820,17-05-2020,Maharashtra,30706,22483,7088,1135
3821,18-05-2020,Maharashtra,33053,24167,7688,1198
3822,19-05-2020,Maharashtra,35058,25372,8437,1249
3823,20-05-2020,Maharashtra,37136,26172,9639,1325
3824,21-05-2020,Maharashtra,39297,27589,10318,1390
3825,22-05-2020,Maharashtra,41642,28462,11726,1454
3826,23-05-2020,Maharashtra,44582,30482,12583,1517
3827,24-05-2020,Maharashtra,47190,32209,13404,1577
3828,25-05-2020,Maharashtra,50231,33996,14600,1635
3829,26-05-2020,Maharashtra,52667,35186,15786,1695
3830,27-05-2020,Maharashtra,54758,36012,16954,1792
3831,28-05-2020,Maharashtra,56948,37133,17918,1897
3832,29-05-2020,Maharashtra,59546,38948,18616,1982
3833,30-05-2020,Maharashtra,62228,33133,26997,2098
3834,31-05-2020,Maharashtra,65168,34890,28081,2197
3835,01-06-2020,Maharashtra,67655,36040,29329,2286
3836,02-06-2020,Maharashtra,70013,37543,30108,2362
3837,03-06-2020,Maharashtra,72300,38502,31333,2465
3838,04-06-2020,Maharashtra,74860,39944,32329,2587
3839,05-06-2020,Maharashtra,77793,41402,33681,2710
3840,06-06-2020,Maharashtra,80229,42224,35156,2849
3841,07-06-2020,Maharashtra,82968,42609,37390,2969
3842,08-06-2020,Maharashtra,85975,43601,39314,3060
3843,09-06-2020,Maharashtra,88528,44384,40975,3169
3844,10-06-2020,Maharashtra,90787,44860,42638,3289
3845,11-06-2020,Maharashtra,94041,46086,44517,3438
3846,12-06-2020,Maharashtra,97648,47980,46078,3590
3847,13-06-2020,Maharashtra,101141,49628,47796,3717
3848,14-06-2020,Maharashtra,104568,51392,49346,3830
3849,15-06-2020,Maharashtra,107958,53030,50978,3950
3850,16-06-2020,Maharashtra,110744,50567,56049,4128
3851,17-06-2020,Maharashtra,113445,50057,57851,5537
3852,18-06-2020,Maharashtra,116752,51935,59166,5651
3853,19-06-2020,Maharashtra,120504,53915,60838,5751
3854,20-06-2020,Maharashtra,124331,55665,62773,5893
3855,21-06-2020,Maharashtra,128205,58068,64153,5984
3856,22-06-2020,Maharashtra,132075,60161,65744,6170
3857,23-06-2020,Maharashtra,135796,61807,67706,6283
3858,24-06-2020,Maharashtra,139010,62848,69631,6531
3859,25-06-2020,Maharashtra,142900,62369,73792,6739
3860,26-06-2020,Maharashtra,147741,63357,77453,6931
3861,27-06-2020,Maharashtra,152765,65844,79815,7106
3862,28-06-2020,Maharashtra,159133,67615,84245,7273
3863,29-06-2020,Maharashtra,164626,70622,86575,7429
3864,30-06-2020,Maharashtra,169883,73313,88960,7610
3865,01-07-2020,Maharashtra,174761,75995,90911,7855
3866,02-07-2020,Maharashtra,180298,79091,93154,8053
3867,03-07-2020,Maharashtra,186626,77276,101172,8178
3868,04-07-2020,Maharashtra,192990,79927,104687,8376
3869,05-07-2020,Maharashtra,200064,83311,108082,8671
3870,06-07-2020,Maharashtra,206619,86057,111740,8822
3871,07-07-2020,Maharashtra,211987,87699,115262,9026
3872,08-07-2020,Maharashtra,217121,89313,118558,9250
3873,09-07-2020,Maharashtra,223724,91084,123192,9448
3874,10-07-2020,Maharashtra,230599,93673,127259,9667
3875,11-07-2020,Maharashtra,238461,95943,132625,9893
3876,12-07-2020,Maharashtra,246600,99499,136985,10116
3877,13-07-2020,Maharashtra,254427,103813,140325,10289
3878,14-07-2020,Maharashtra,260924,105935,144507,10482
3879,15-07-2020,Maharashtra,267665,107963,149007,10695
3880,16-07-2020,Maharashtra,275640,112099,152613,10928
3881,17-07-2020,Maharashtra,284281,114947,158140,11194
3882,18-07-2020,Maharashtra,292589,120780,160357,11452
3883,19-07-2020,Maharashtra,300937,123678,165663,11596
3884,20-07-2020,Maharashtra,310455,129032,169569,11854
3885,21-07-2020,Maharashtra,318695,131636,175029,12030
3886,22-07-2020,Maharashtra,327031,132538,182217,12276
3887,23-07-2020,Maharashtra,337607,137282,187769,12556
3888,24-07-2020,Maharashtra,347502,140395,194253,12854
3889,25-07-2020,Maharashtra,357117,144018,199967,13132
3890,26-07-2020,Maharashtra,366368,145785,207194,13389
3891,27-07-2020,Maharashtra,375799,148905,213238,13656
3892,28-07-2020,Maharashtra,383723,147896,221944,13883
3893,29-07-2020,Maharashtra,391440,144998,232277,14165
3894,30-07-2020,Maharashtra,400651,146433,239755,14463
3895,31-07-2020,Maharashtra,411798,148454,248615,14729
3896,01-08-2020,Maharashtra,422118,150966,256158,14994
3897,02-08-2020,Maharashtra,431719,149520,266883,15316
3898,03-08-2020,Maharashtra,441228,148843,276809,15576
3899,04-08-2020,Maharashtra,450196,147324,287030,15842
3900,05-08-2020,Maharashtra,457956,142458,299356,16142
3901,06-08-2020,Maharashtra,468265,146268,305521,16476
3902,07-08-2020,Maharashtra,479779,146612,316375,16792
3903,08-08-2020,Maharashtra,490262,145889,327281,17092
3904,09-08-2020,Maharashtra,503084,147355,338362,17367
3905,10-08-2020,Maharashtra,515332,145865,351710,17757
3906,11-08-2020,Maharashtra,524513,148042,358421,18050
3907,12-08-2020,Maharashtra,535601,148860,368435,18306
3908,13-08-2020,Maharashtra,548313,147820,381843,18650
3909,14-08-2020,Maharashtra,560126,150105,390958,19063
3910,15-08-2020,Maharashtra,572734,151865,401442,19427
3911,16-08-2020,Maharashtra,584754,156719,408286,19749
3912,17-08-2020,Maharashtra,595865,158705,417123,20037
3913,18-08-2020,Maharashtra,604358,155579,428514,20265
3914,19-08-2020,Maharashtra,615477,156920,437870,20687
3915,20-08-2020,Maharashtra,628642,160728,446881,21033
3916,21-08-2020,Maharashtra,643289,162806,459124,21359
3917,22-08-2020,Maharashtra,657450,164879,470873,21698
3918,23-08-2020,Maharashtra,671942,169833,480114,21995
3919,24-08-2020,Maharashtra,682383,171859,488271,22253
3920,25-08-2020,Maharashtra,693398,168443,502490,22465
3921,26-08-2020,Maharashtra,703823,166239,514790,22794
3922,27-08-2020,Maharashtra,718711,173195,522427,23089
3923,28-08-2020,Maharashtra,733568,178561,531563,23444
3924,29-08-2020,Maharashtra,747995,181050,543170,23775
3925,30-08-2020,Maharashtra,764281,185467,554711,24103
3926,31-08-2020,Maharashtra,780689,193889,562401,24399
3927,01-09-2020,Maharashtra,792541,194399,573559,24583
3928,02-09-2020,Maharashtra,808306,198866,584537,24903
3929,03-09-2020,Maharashtra,825739,202048,598496,25195
3930,04-09-2020,Maharashtra,843844,205774,612484,25586
3931,05-09-2020,Maharashtra,863062,211325,625773,25964
3932,06-09-2020,Maharashtra,883862,221012,636574,26276
3933,07-09-2020,Maharashtra,907212,236208,644400,26604
3934,08-09-2020,Maharashtra,923641,237292,659322,27027
3935,09-09-2020,Maharashtra,943772,243809,672556,27407
3936,10-09-2020,Maharashtra,967349,253100,686462,27787
3937,11-09-2020,Maharashtra,990795,261798,700715,28282
3938,12-09-2020,Maharashtra,1015681,271934,715023,28724
3939,13-09-2020,Maharashtra,1037765,280138,728512,29115
3940,14-09-2020,Maharashtra,1060308,290716,740061,29531
3941,15-09-2020,Maharashtra,1077374,291630,755850,29894
3942,16-09-2020,Maharashtra,1097856,292174,775273,30409
3943,17-09-2020,Maharashtra,1121221,297506,792832,30883
3944,18-09-2020,Maharashtra,1145840,302135,812354,31351
3945,19-09-2020,Maharashtra,1167496,301273,834432,31791
3946,20-09-2020,Maharashtra,1188015,297866,857933,32216
3947,21-09-2020,Maharashtra,1208642,291630,884341,32671
3948,22-09-2020,Maharashtra,1224380,275017,916348,33015
3949,25-03-2020,Manipur,1,1,0,0
3950,26-03-2020,Manipur,1,1,0,0
3951,27-03-2020,Manipur,1,1,0,0
3952,28-03-2020,Manipur,1,1,0,0
3953,29-03-2020,Manipur,1,1,0,0
3954,30-03-2020,Manipur,1,1,0,0
3955,31-03-2020,Manipur,1,1,0,0
3956,01-04-2020,Manipur,1,1,0,0
3957,02-04-2020,Manipur,1,1,0,0
3958,03-04-2020,Manipur,2,2,0,0
3959,04-04-2020,Manipur,2,2,0,0
3960,05-04-2020,Manipur,2,2,0,0
3961,06-04-2020,Manipur,2,2,0,0
3962,07-04-2020,Manipur,2,2,0,0
3963,08-04-2020,Manipur,2,2,0,0
3964,09-04-2020,Manipur,1,0,1,0
3965,10-04-2020,Manipur,2,1,1,0
3966,11-04-2020,Manipur,2,1,1,0
3967,12-04-2020,Manipur,2,1,1,0
3968,13-04-2020,Manipur,2,1,1,0
3969,14-04-2020,Manipur,2,1,1,0
3970,15-04-2020,Manipur,2,1,1,0
3971,16-04-2020,Manipur,2,1,1,0
3972,17-04-2020,Manipur,2,1,1,0
3973,18-04-2020,Manipur,2,1,1,0
3974,19-04-2020,Manipur,2,1,1,0
3975,20-04-2020,Manipur,2,1,1,0
3976,21-04-2020,Manipur,2,0,2,0
3977,22-04-2020,Manipur,2,0,2,0
3978,23-04-2020,Manipur,2,0,2,0
3979,24-04-2020,Manipur,2,0,2,0
3980,25-04-2020,Manipur,2,0,2,0
3981,26-04-2020,Manipur,2,0,2,0
3982,27-04-2020,Manipur,2,0,2,0
3983,28-04-2020,Manipur,2,0,2,0
3984,29-04-2020,Manipur,2,0,2,0
3985,30-04-2020,Manipur,2,0,2,0
3986,01-05-2020,Manipur,2,0,2,0
3987,02-05-2020,Manipur,2,0,2,0
3988,03-05-2020,Manipur,2,0,2,0
3989,04-05-2020,Manipur,2,0,2,0
3990,05-05-2020,Manipur,2,0,2,0
3991,06-05-2020,Manipur,2,0,2,0
3992,07-05-2020,Manipur,2,0,2,0
3993,08-05-2020,Manipur,2,0,2,0
3994,09-05-2020,Manipur,2,0,2,0
3995,10-05-2020,Manipur,2,0,2,0
3996,11-05-2020,Manipur,2,0,2,0
3997,12-05-2020,Manipur,2,0,2,0
3998,13-05-2020,Manipur,2,0,2,0
3999,14-05-2020,Manipur,2,0,2,0
4000,15-05-2020,Manipur,3,1,2,0
4001,16-05-2020,Manipur,3,1,2,0
4002,17-05-2020,Manipur,7,5,2,0
4003,18-05-2020,Manipur,7,5,2,0
4004,19-05-2020,Manipur,7,5,2,0
4005,20-05-2020,Manipur,9,7,2,0
4006,21-05-2020,Manipur,25,23,2,0
4007,22-05-2020,Manipur,25,23,2,0
4008,23-05-2020,Manipur,26,24,2,0
4009,24-05-2020,Manipur,29,25,4,0
4010,25-05-2020,Manipur,32,28,4,0
4011,26-05-2020,Manipur,39,35,4,0
4012,27-05-2020,Manipur,39,35,4,0
4013,28-05-2020,Manipur,44,40,4,0
4014,29-05-2020,Manipur,55,50,5,0
4015,30-05-2020,Manipur,59,51,8,0
4016,31-05-2020,Manipur,62,54,8,0
4017,01-06-2020,Manipur,71,60,11,0
4018,02-06-2020,Manipur,83,72,11,0
4019,03-06-2020,Manipur,89,75,14,0
4020,04-06-2020,Manipur,118,80,38,0
4021,05-06-2020,Manipur,124,86,38,0
4022,06-06-2020,Manipur,132,91,41,0
4023,07-06-2020,Manipur,157,105,52,0
4024,08-06-2020,Manipur,172,120,52,0
4025,09-06-2020,Manipur,272,214,58,0
4026,10-06-2020,Manipur,304,243,61,0
4027,11-06-2020,Manipur,311,248,63,0
4028,12-06-2020,Manipur,366,293,73,0
4029,13-06-2020,Manipur,385,308,77,0
4030,14-06-2020,Manipur,449,358,91,0
4031,15-06-2020,Manipur,458,367,91,0
4032,16-06-2020,Manipur,490,339,151,0
4033,17-06-2020,Manipur,500,341,159,0
4034,18-06-2020,Manipur,552,360,192,0
4035,19-06-2020,Manipur,606,407,199,0
4036,20-06-2020,Manipur,681,463,218,0
4037,21-06-2020,Manipur,777,545,232,0
4038,22-06-2020,Manipur,841,591,250,0
4039,23-06-2020,Manipur,898,648,250,0
4040,24-06-2020,Manipur,921,663,258,0
4041,25-06-2020,Manipur,970,642,328,0
4042,26-06-2020,Manipur,1056,702,354,0
4043,27-06-2020,Manipur,1075,682,393,0
4044,28-06-2020,Manipur,1092,660,432,0
4045,29-06-2020,Manipur,1185,730,455,0
4046,30-06-2020,Manipur,1227,733,494,0
4047,01-07-2020,Manipur,1234,681,553,0
4048,02-07-2020,Manipur,1260,681,579,0
4049,03-07-2020,Manipur,1279,662,617,0
4050,04-07-2020,Manipur,1316,677,639,0
4051,05-07-2020,Manipur,1325,658,667,0
4052,06-07-2020,Manipur,1366,678,688,0
4053,07-07-2020,Manipur,1390,656,734,0
4054,08-07-2020,Manipur,1430,659,771,0
4055,09-07-2020,Manipur,1435,642,793,0
4056,10-07-2020,Manipur,1450,651,799,0
4057,11-07-2020,Manipur,1582,750,832,0
4058,12-07-2020,Manipur,1593,750,843,0
4059,13-07-2020,Manipur,1609,713,896,0
4060,14-07-2020,Manipur,1626,656,970,0
4061,15-07-2020,Manipur,1672,702,970,0
4062,16-07-2020,Manipur,1700,711,989,0
4063,17-07-2020,Manipur,1764,635,1129,0
4064,18-07-2020,Manipur,1800,637,1163,0
4065,19-07-2020,Manipur,1891,709,1182,0
4066,20-07-2020,Manipur,1911,698,1213,0
4067,21-07-2020,Manipur,1925,618,1307,0
4068,22-07-2020,Manipur,2015,615,1400,0
4069,23-07-2020,Manipur,2060,632,1428,0
4070,24-07-2020,Manipur,2115,649,1466,0
4071,25-07-2020,Manipur,2146,655,1491,0
4072,26-07-2020,Manipur,2176,652,1524,0
4073,27-07-2020,Manipur,2235,681,1554,0
4074,28-07-2020,Manipur,2286,690,1596,0
4075,29-07-2020,Manipur,2317,705,1612,0
4076,30-07-2020,Manipur,2458,819,1639,0
4077,31-07-2020,Manipur,2505,829,1672,4
4078,01-08-2020,Manipur,2621,927,1689,5
4079,02-08-2020,Manipur,2756,1051,1699,6
4080,03-08-2020,Manipur,2831,1087,1737,7
4081,04-08-2020,Manipur,2920,1147,1766,7
4082,05-08-2020,Manipur,3018,1197,1814,7
4083,06-08-2020,Manipur,3093,1224,1862,7
4084,07-08-2020,Manipur,3217,1304,1905,8
4085,08-08-2020,Manipur,3466,1530,1926,10
4086,09-08-2020,Manipur,3635,1697,1927,11
4087,10-08-2020,Manipur,3753,1698,2044,11
4088,11-08-2020,Manipur,3853,1720,2122,11
4089,12-08-2020,Manipur,3941,1801,2128,12
4090,13-08-2020,Manipur,3982,1739,2231,12
4091,14-08-2020,Manipur,4112,1804,2295,13
4092,15-08-2020,Manipur,4198,1825,2360,13
4093,16-08-2020,Manipur,4390,1939,2438,13
4094,17-08-2020,Manipur,4569,1921,2632,16
4095,18-08-2020,Manipur,4687,1936,2734,17
4096,19-08-2020,Manipur,4765,1958,2789,18
4097,20-08-2020,Manipur,4876,1973,2885,18
4098,21-08-2020,Manipur,4925,1905,3002,18
4099,22-08-2020,Manipur,5049,1768,3261,20
4100,23-08-2020,Manipur,5132,1655,3455,22
4101,24-08-2020,Manipur,5246,1608,3616,22
4102,25-08-2020,Manipur,5362,1626,3714,22
4103,26-08-2020,Manipur,5444,1608,3812,24
4104,27-08-2020,Manipur,5585,1731,3829,25
4105,28-08-2020,Manipur,5725,1743,3957,25
4106,29-08-2020,Manipur,5843,1759,4057,27
4107,30-08-2020,Manipur,5960,1746,4186,28
4108,31-08-2020,Manipur,6112,1845,4239,28
4109,01-09-2020,Manipur,6252,1894,4330,28
4110,02-09-2020,Manipur,6382,1903,4450,29
4111,03-09-2020,Manipur,6507,1871,4607,29
4112,04-09-2020,Manipur,6609,1803,4774,32
4113,05-09-2020,Manipur,6699,1765,4899,35
4114,06-09-2020,Manipur,6883,1872,4975,36
4115,07-09-2020,Manipur,7022,1820,5164,38
4116,08-09-2020,Manipur,7106,1710,5358,38
4117,09-09-2020,Manipur,7202,1683,5480,39
4118,10-09-2020,Manipur,7362,1774,5548,40
4119,11-09-2020,Manipur,7470,1633,5793,44
4120,12-09-2020,Manipur,7579,1533,6002,44
4121,13-09-2020,Manipur,7731,1584,6102,45
4122,14-09-2020,Manipur,7875,1638,6191,46
4123,15-09-2020,Manipur,7971,1585,6340,46
4124,16-09-2020,Manipur,8210,1745,6418,47
4125,17-09-2020,Manipur,8320,1751,6521,48
4126,18-09-2020,Manipur,8430,1841,6538,51
4127,19-09-2020,Manipur,8607,1926,6629,52
4128,20-09-2020,Manipur,8724,1946,6723,55
4129,21-09-2020,Manipur,8894,2070,6767,57
4130,22-09-2020,Manipur,9010,2113,6838,59
4131,15-04-2020,Meghalaya,1,1,0,0
4132,16-04-2020,Meghalaya,7,6,0,1
4133,17-04-2020,Meghalaya,7,6,0,1
4134,18-04-2020,Meghalaya,9,8,0,1
4135,19-04-2020,Meghalaya,11,10,0,1
4136,20-04-2020,Meghalaya,11,10,0,1
4137,21-04-2020,Meghalaya,11,10,0,1
4138,22-04-2020,Meghalaya,12,11,0,1
4139,23-04-2020,Meghalaya,12,11,0,1
4140,24-04-2020,Meghalaya,12,11,0,1
4141,25-04-2020,Meghalaya,12,11,0,1
4142,26-04-2020,Meghalaya,12,11,0,1
4143,27-04-2020,Meghalaya,12,11,0,1
4144,28-04-2020,Meghalaya,12,11,0,1
4145,29-04-2020,Meghalaya,12,11,0,1
4146,30-04-2020,Meghalaya,12,11,0,1
4147,01-05-2020,Meghalaya,12,11,0,1
4148,02-05-2020,Meghalaya,12,11,0,1
4149,03-05-2020,Meghalaya,12,11,0,1
4150,04-05-2020,Meghalaya,12,11,0,1
4151,05-05-2020,Meghalaya,12,11,0,1
4152,06-05-2020,Meghalaya,12,1,10,1
4153,07-05-2020,Meghalaya,12,1,10,1
4154,08-05-2020,Meghalaya,12,1,10,1
4155,09-05-2020,Meghalaya,12,1,10,1
4156,10-05-2020,Meghalaya,13,2,10,1
4157,11-05-2020,Meghalaya,13,2,10,1
4158,12-05-2020,Meghalaya,13,2,10,1
4159,13-05-2020,Meghalaya,13,2,10,1
4160,14-05-2020,Meghalaya,13,2,10,1
4161,15-05-2020,Meghalaya,13,1,11,1
4162,16-05-2020,Meghalaya,13,1,11,1
4163,17-05-2020,Meghalaya,13,1,11,1
4164,18-05-2020,Meghalaya,13,1,11,1
4165,19-05-2020,Meghalaya,13,1,11,1
4166,20-05-2020,Meghalaya,13,0,12,1
4167,21-05-2020,Meghalaya,14,1,12,1
4168,22-05-2020,Meghalaya,14,1,12,1
4169,23-05-2020,Meghalaya,14,1,12,1
4170,24-05-2020,Meghalaya,14,1,12,1
4171,25-05-2020,Meghalaya,14,1,12,1
4172,26-05-2020,Meghalaya,14,1,12,1
4173,27-05-2020,Meghalaya,15,2,12,1
4174,28-05-2020,Meghalaya,20,7,12,1
4175,29-05-2020,Meghalaya,21,8,12,1
4176,30-05-2020,Meghalaya,27,14,12,1
4177,31-05-2020,Meghalaya,27,14,12,1
4178,01-06-2020,Meghalaya,27,14,12,1
4179,02-06-2020,Meghalaya,27,14,12,1
4180,03-06-2020,Meghalaya,27,14,12,1
4181,04-06-2020,Meghalaya,33,19,13,1
4182,05-06-2020,Meghalaya,33,19,13,1
4183,06-06-2020,Meghalaya,33,19,13,1
4184,07-06-2020,Meghalaya,33,19,13,1
4185,08-06-2020,Meghalaya,36,22,13,1
4186,09-06-2020,Meghalaya,36,22,13,1
4187,10-06-2020,Meghalaya,43,29,13,1
4188,11-06-2020,Meghalaya,44,30,13,1
4189,12-06-2020,Meghalaya,44,25,18,1
4190,13-06-2020,Meghalaya,44,21,22,1
4191,14-06-2020,Meghalaya,44,21,22,1
4192,15-06-2020,Meghalaya,44,18,25,1
4193,16-06-2020,Meghalaya,44,18,25,1
4194,17-06-2020,Meghalaya,44,18,25,1
4195,18-06-2020,Meghalaya,44,13,30,1
4196,19-06-2020,Meghalaya,44,13,30,1
4197,20-06-2020,Meghalaya,44,10,33,1
4198,21-06-2020,Meghalaya,44,10,33,1
4199,22-06-2020,Meghalaya,44,10,33,1
4200,23-06-2020,Meghalaya,44,6,37,1
4201,24-06-2020,Meghalaya,46,8,37,1
4202,25-06-2020,Meghalaya,46,3,42,1
4203,26-06-2020,Meghalaya,46,3,42,1
4204,27-06-2020,Meghalaya,47,4,42,1
4205,28-06-2020,Meghalaya,47,4,42,1
4206,29-06-2020,Meghalaya,47,4,42,1
4207,30-06-2020,Meghalaya,47,4,42,1
4208,01-07-2020,Meghalaya,52,9,42,1
4209,02-07-2020,Meghalaya,52,9,42,1
4210,03-07-2020,Meghalaya,56,13,42,1
4211,04-07-2020,Meghalaya,62,18,43,1
4212,05-07-2020,Meghalaya,62,18,43,1
4213,06-07-2020,Meghalaya,62,18,43,1
4214,07-07-2020,Meghalaya,80,36,43,1
4215,08-07-2020,Meghalaya,80,36,43,1
4216,09-07-2020,Meghalaya,80,36,43,1
4217,10-07-2020,Meghalaya,113,45,66,2
4218,11-07-2020,Meghalaya,207,139,66,2
4219,12-07-2020,Meghalaya,207,139,66,2
4220,13-07-2020,Meghalaya,306,238,66,2
4221,14-07-2020,Meghalaya,318,250,66,2
4222,15-07-2020,Meghalaya,318,250,66,2
4223,16-07-2020,Meghalaya,346,278,66,2
4224,17-07-2020,Meghalaya,377,309,66,2
4225,18-07-2020,Meghalaya,403,335,66,2
4226,19-07-2020,Meghalaya,418,350,66,2
4227,20-07-2020,Meghalaya,450,382,66,2
4228,21-07-2020,Meghalaya,466,396,66,4
4229,22-07-2020,Meghalaya,490,416,70,4
4230,23-07-2020,Meghalaya,514,433,77,4
4231,24-07-2020,Meghalaya,534,452,78,4
4232,25-07-2020,Meghalaya,588,496,87,5
4233,26-07-2020,Meghalaya,646,547,94,5
4234,27-07-2020,Meghalaya,702,562,135,5
4235,28-07-2020,Meghalaya,738,547,186,5
4236,29-07-2020,Meghalaya,779,580,194,5
4237,30-07-2020,Meghalaya,784,572,207,5
4238,31-07-2020,Meghalaya,803,588,210,5
4239,01-08-2020,Meghalaya,823,603,215,5
4240,02-08-2020,Meghalaya,856,599,252,5
4241,03-08-2020,Meghalaya,874,605,264,5
4242,04-08-2020,Meghalaya,902,633,264,5
4243,05-08-2020,Meghalaya,917,582,330,5
4244,06-08-2020,Meghalaya,929,594,330,5
4245,07-08-2020,Meghalaya,990,640,345,5
4246,08-08-2020,Meghalaya,1006,590,411,5
4247,09-08-2020,Meghalaya,1023,594,423,6
4248,10-08-2020,Meghalaya,1062,566,490,6
4249,11-08-2020,Meghalaya,1114,610,498,6
4250,12-08-2020,Meghalaya,1136,621,509,6
4251,13-08-2020,Meghalaya,1179,656,517,6
4252,14-08-2020,Meghalaya,1193,640,547,6
4253,15-08-2020,Meghalaya,1228,641,581,6
4254,16-08-2020,Meghalaya,1292,690,596,6
4255,17-08-2020,Meghalaya,1374,693,675,6
4256,18-08-2020,Meghalaya,1418,733,679,6
4257,19-08-2020,Meghalaya,1457,766,685,6
4258,20-08-2020,Meghalaya,1506,806,694,6
4259,21-08-2020,Meghalaya,1661,925,730,6
4260,22-08-2020,Meghalaya,1718,963,749,6
4261,23-08-2020,Meghalaya,1811,1035,769,7
4262,24-08-2020,Meghalaya,1917,1133,776,8
4263,25-08-2020,Meghalaya,1976,1179,789,8
4264,26-08-2020,Meghalaya,2018,1178,832,8
4265,27-08-2020,Meghalaya,2050,1168,874,8
4266,28-08-2020,Meghalaya,2129,1222,899,8
4267,29-08-2020,Meghalaya,2240,1272,958,10
4268,30-08-2020,Meghalaya,2283,1238,1035,10
4269,31-08-2020,Meghalaya,2343,1284,1049,10
4270,01-09-2020,Meghalaya,2368,1196,1162,10
4271,02-09-2020,Meghalaya,2440,1193,1235,12
4272,03-09-2020,Meghalaya,2517,1186,1318,13
4273,04-09-2020,Meghalaya,2626,1220,1393,13
4274,05-09-2020,Meghalaya,2734,1252,1468,14
4275,06-09-2020,Meghalaya,2916,1374,1527,15
4276,07-09-2020,Meghalaya,3005,1433,1556,16
4277,08-09-2020,Meghalaya,3034,1457,1560,17
4278,09-09-2020,Meghalaya,3076,1343,1716,17
4279,10-09-2020,Meghalaya,3197,1355,1823,19
4280,11-09-2020,Meghalaya,3296,1434,1842,20
4281,12-09-2020,Meghalaya,3447,1534,1889,24
4282,13-09-2020,Meghalaya,3615,1570,2020,25
